Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
                0.00    0.00     126/494         __gnu_cxx::__normal_iterator<Event*, std::vector<Event, std::allocator<Event> > >::operator*() const [8]
                0.00    0.00     126/154         Event::operator<(Event const&) const [13]
-----------------------------------------------
                0.00    0.00     114/114         void std::__advance<__gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >, long>(__gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >&, long, std::random_access_iterator_tag) [19]
[17]     0.0    0.00    0.00     114         __gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >::operator+=(long) [17]
-----------------------------------------------
                0.00    0.00     114/114         __gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > > std::__lower_bound<__gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >, long long, __gnu_cxx::__ops::_Iter_less_val>(__gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >, __gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >, long long const&, __gnu_cxx::__ops::_Iter_less_val) [31]
[18]     0.0    0.00    0.00     114         bool __gnu_cxx::__ops::_Iter_less_val::operator()<__gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >, long long const>(__gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >, long long const&) const [18]
                0.00    0.00     114/250         __gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >::operator*() const [10]
-----------------------------------------------
                0.00    0.00     114/114         __gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > > std::__lower_bound<__gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >, long long, __gnu_cxx::__ops::_Iter_less_val>(__gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >, __gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >, long long const&, __gnu_cxx::__ops::_Iter_less_val) [31]
[19]     0.0    0.00    0.00     114         void std::__advance<__gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >, long>(__gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >&, long, std::random_access_iterator_tag) [19]
                0.00    0.00     114/114         __gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >::operator+=(long) [17]
-----------------------------------------------
                0.00    0.00       2/100         void std::__sort<__gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >, __gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >, __gnu_cxx::__ops::_Iter_less_iter) [191]
                0.00    0.00       2/100         std::vector<long long, std::allocator<long long> >::_M_erase(__gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >, __gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >) [163]
                0.00    0.00       2/100         void std::__introsort_loop<__gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >, long, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >, __gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >, long, __gnu_cxx::__ops::_Iter_less_iter) [178]
                0.00    0.00       2/100         void std::__final_insertion_sort<__gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >, __gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >, __gnu_cxx::__ops::_Iter_less_iter) [182]
                0.00    0.00      46/100         main::{lambda(long long)#1}::operator()(long long) const [33]
                0.00    0.00      46/100         __gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > > std::__lower_bound<__gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >, long long, __gnu_cxx::__ops::_Iter_less_val>(__gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >, __gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >, long long const&, __gnu_cxx::__ops::_Iter_less_val) [31]
[20]     0.0    0.00    0.00     100         __gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >::difference_type __gnu_cxx::operator-<long long*, std::vector<long long, std::allocator<long long> > >(__gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > > const&, __gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > > const&) [20]
                0.00    0.00     200/294         __gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >::base() const [9]
-----------------------------------------------
                0.00    0.00       2/98          std::vector<long long, std::allocator<long long> >::erase(__gnu_cxx::__normal_iterator<long long const*, std::vector<long long, std::allocator<long long> > >, __gnu_cxx::__normal_iterator<long long const*, std::vector<long long, std::allocator<long long> > >) [161]
                0.00    0.00       4/98          main [6]
                0.00    0.00      92/98          main::{lambda(long long)#1}::operator()(long long) const [33]
[21]     0.0    0.00    0.00      98         std::vector<long long, std::allocator<long long> >::begin() [21]
                0.00    0.00      98/164         __gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >::__normal_iterator(long long* const&) [12]
-----------------------------------------------
                0.00    0.00      90/90          Event& std::vector<Event, std::allocator<Event> >::emplace_back<Event>(Event&&) [41]
[22]     0.0    0.00    0.00      90         Event&& std::forward<Event>(std::remove_reference<Event>::type&) [22]
-----------------------------------------------
                0.00    0.00       2/70          __gnu_cxx::__normal_iterator<Event*, std::vector<Event, std::allocator<Event> > >::operator+(long) const [116]
                0.00    0.00       4/70          std::vector<Event, std::allocator<Event> >::begin() [99]
                0.00    0.00      30/70          __gnu_cxx::__normal_iterator<Event*, std::vector<Event, std::allocator<Event> > >::operator-(long) const [40]
                0.00    0.00      34/70          std::vector<Event, std::allocator<Event> >::end() [37]
[23]     0.0    0.00    0.00      70         __gnu_cxx::__normal_iterator<Event*, std::vector<Event, std::allocator<Event> > >::__normal_iterator(Event* const&) [23]
-----------------------------------------------
                0.00    0.00       2/68          __gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > > std::__adjacent_find<__gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >, __gnu_cxx::__ops::_Iter_equal_to_iter>(__gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >, __gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >, __gnu_cxx::__ops::_Iter_equal_to_iter) [174]
                0.00    0.00      12/68          void std::__insertion_sort<__gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >, __gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >, __gnu_cxx::__ops::_Iter_less_iter) [176]
                0.00    0.00      22/68          __gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > > std::__unique<__gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >, __gnu_cxx::__ops::_Iter_equal_to_iter>(__gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >, __gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >, __gnu_cxx::__ops::_Iter_equal_to_iter) [199]
                0.00    0.00      32/68          __gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > > std::__lower_bound<__gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >, long long, __gnu_cxx::__ops::_Iter_less_val>(__gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >, __gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >, long long const&, __gnu_cxx::__ops::_Iter_less_val) [31]
[24]     0.0    0.00    0.00      68         __gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >::operator++() [24]
-----------------------------------------------
                0.00    0.00       2/64          void std::__sort<__gnu_cxx::__normal_iterator<Event*, std::vector<Event, std::allocator<Event> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<Event*, std::vector<Event, std::allocator<Event> > >, __gnu_cxx::__normal_iterator<Event*, std::vector<Event, std::allocator<Event> > >, __gnu_cxx::__ops::_Iter_less_iter) [190]
                0.00    0.00      30/64          void std::__insertion_sort<__gnu_cxx::__normal_iterator<Event*, std::vector<Event, std::allocator<Event> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<Event*, std::vector<Event, std::allocator<Event> > >, __gnu_cxx::__normal_iterator<Event*, std::vector<Event, std::allocator<Event> > >, __gnu_cxx::__ops::_Iter_less_iter) [175]
                0.00    0.00      32/64          main [6]
[25]     0.0    0.00    0.00      64         bool __gnu_cxx::operator!=<Event*, std::vector<Event, std::allocator<Event> > >(__gnu_cxx::__normal_iterator<Event*, std::vector<Event, std::allocator<Event> > > const&, __gnu_cxx::__normal_iterator<Event*, std::vector<Event, std::allocator<Event> > > const&) [25]
                0.00    0.00     128/144         __gnu_cxx::__normal_iterator<Event*, std::vector<Event, std::allocator<Event> > >::base() const [14]
-----------------------------------------------
                0.00    0.00      28/58          void std::__insertion_sort<__gnu_cxx::__normal_iterator<Event*, std::vector<Event, std::allocator<Event> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<Event*, std::vector<Event, std::allocator<Event> > >, __gnu_cxx::__normal_iterator<Event*, std::vector<Event, std::allocator<Event> > >, __gnu_cxx::__ops::_Iter_less_iter) [175]
                0.00    0.00      30/58          main [6]
[26]     0.0    0.00    0.00      58         __gnu_cxx::__normal_iterator<Event*, std::vector<Event, std::allocator<Event> > >::operator++() [26]
-----------------------------------------------
                0.00    0.00       4/56          std::vector<long long, std::allocator<long long> >::_M_erase(__gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >, __gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >) [163]
                0.00    0.00       6/56          main [6]
                0.00    0.00      46/56          main::{lambda(long long)#1}::operator()(long long) const [33]
[27]     0.0    0.00    0.00      56         std::vector<long long, std::allocator<long long> >::end() [27]
                0.00    0.00      56/164         __gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >::__normal_iterator(long long* const&) [12]
-----------------------------------------------
                0.00    0.00      54/54          Sum_BIT::node_add(int, long long) [47]
[28]     0.0    0.00    0.00      54         std::vector<long long, std::allocator<long long> >::operator[](unsigned long) [28]
-----------------------------------------------
                0.00    0.00      46/46          __gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > > std::lower_bound<__gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >, long long>(__gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >, __gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >, long long const&) [30]
[29]     0.0    0.00    0.00      46         __gnu_cxx::__ops::__iter_less_val() [29]
-----------------------------------------------
                0.00    0.00      46/46          main::{lambda(long long)#1}::operator()(long long) const [33]
[30]     0.0    0.00    0.00      46         __gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > > std::lower_bound<__gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >, long long>(__gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >, __gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >, long long const&) [30]
                0.00    0.00      46/46          __gnu_cxx::__ops::__iter_less_val() [29]
                0.00    0.00      46/46          __gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > > std::__lower_bound<__gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >, long long, __gnu_cxx::__ops::_Iter_less_val>(__gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >, __gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >, long long const&, __gnu_cxx::__ops::_Iter_less_val) [31]
-----------------------------------------------
                0.00    0.00      46/46          __gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > > std::lower_bound<__gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >, long long>(__gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >, __gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >, long long const&) [30]
[31]     0.0    0.00    0.00      46         __gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > > std::__lower_bound<__gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >, long long, __gnu_cxx::__ops::_Iter_less_val>(__gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >, __gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >, long long const&, __gnu_cxx::__ops::_Iter_less_val) [31]
                0.00    0.00     114/114         void std::__advance<__gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >, long>(__gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >&, long, std::random_access_iterator_tag) [19]
                0.00    0.00     114/114         bool __gnu_cxx::__ops::_Iter_less_val::operator()<__gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >, long long const>(__gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >, long long const&) const [18]
                0.00    0.00      46/100         __gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >::difference_type __gnu_cxx::operator-<long long*, std::vector<long long, std::allocator<long long> > >(__gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > > const&, __gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > > const&) [20]
                0.00    0.00      32/68          __gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >::operator++() [24]
-----------------------------------------------
                0.00    0.00       2/46          void std::__copy_move<true, false, std::random_access_iterator_tag>::__assign_one<long long, long long>(long long*, long long*) [123]
                0.00    0.00       4/46          void std::__insertion_sort<__gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >, __gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >, __gnu_cxx::__ops::_Iter_less_iter) [176]
                0.00    0.00       6/46          __gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > > std::__unique<__gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >, __gnu_cxx::__ops::_Iter_equal_to_iter>(__gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >, __gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >, __gnu_cxx::__ops::_Iter_equal_to_iter) [199]
                0.00    0.00      34/46          void std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >, __gnu_cxx::__ops::_Val_less_iter>(__gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >, __gnu_cxx::__ops::_Val_less_iter) [62]
[32]     0.0    0.00    0.00      46         std::remove_reference<long long&>::type&& std::move<long long&>(long long&) [32]
-----------------------------------------------
                0.00    0.00      46/46          main [6]
[33]     0.0    0.00    0.00      46         main::{lambda(long long)#1}::operator()(long long) const [33]
                0.00    0.00      92/98          std::vector<long long, std::allocator<long long> >::begin() [21]
                0.00    0.00      46/56          std::vector<long long, std::allocator<long long> >::end() [27]
                0.00    0.00      46/46          __gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > > std::lower_bound<__gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >, long long>(__gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >, __gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >, long long const&) [30]
                0.00    0.00      46/100         __gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >::difference_type __gnu_cxx::operator-<long long*, std::vector<long long, std::allocator<long long> > >(__gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > > const&, __gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > > const&) [20]
-----------------------------------------------
                0.00    0.00       2/46          void std::_Construct<Move>(Move*) [166]
                0.00    0.00      14/46          std::vector<long long, std::allocator<long long> >::push_back(long long const&) [55]
                0.00    0.00      30/46          Event& std::vector<Event, std::allocator<Event> >::emplace_back<Event>(Event&&) [41]
[34]     0.0    0.00    0.00      46         operator new(unsigned long, void*) [34]
-----------------------------------------------
                0.00    0.00      10/38          void std::__insertion_sort<__gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >, __gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >, __gnu_cxx::__ops::_Iter_less_iter) [176]
                0.00    0.00      28/38          void std::__insertion_sort<__gnu_cxx::__normal_iterator<Event*, std::vector<Event, std::allocator<Event> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<Event*, std::vector<Event, std::allocator<Event> > >, __gnu_cxx::__normal_iterator<Event*, std::vector<Event, std::allocator<Event> > >, __gnu_cxx::__ops::_Iter_less_iter) [175]
[35]     0.0    0.00    0.00      38         __gnu_cxx::__ops::__val_comp_iter(__gnu_cxx::__ops::_Iter_less_iter) [35]
-----------------------------------------------
                0.00    0.00       2/34          void std::__sort<__gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >, __gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >, __gnu_cxx::__ops::_Iter_less_iter) [191]
                0.00    0.00       2/34          __gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > > std::__adjacent_find<__gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >, __gnu_cxx::__ops::_Iter_equal_to_iter>(__gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >, __gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >, __gnu_cxx::__ops::_Iter_equal_to_iter) [174]
                0.00    0.00       4/34          std::vector<long long, std::allocator<long long> >::_M_erase(__gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >, __gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >) [163]
                0.00    0.00      12/34          __gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > > std::__unique<__gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >, __gnu_cxx::__ops::_Iter_equal_to_iter>(__gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >, __gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >, __gnu_cxx::__ops::_Iter_equal_to_iter) [199]
                0.00    0.00      14/34          void std::__insertion_sort<__gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >, __gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >, __gnu_cxx::__ops::_Iter_less_iter) [176]
[36]     0.0    0.00    0.00      34         bool __gnu_cxx::operator!=<long long*, std::vector<long long, std::allocator<long long> > >(__gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > > const&, __gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > > const&) [36]
                0.00    0.00      68/294         __gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >::base() const [9]
-----------------------------------------------
                0.00    0.00       4/34          main [6]
                0.00    0.00      30/34          std::vector<Event, std::allocator<Event> >::back() [42]
[37]     0.0    0.00    0.00      34         std::vector<Event, std::allocator<Event> >::end() [37]
                0.00    0.00      34/70          __gnu_cxx::__normal_iterator<Event*, std::vector<Event, std::allocator<Event> > >::__normal_iterator(Event* const&) [23]
-----------------------------------------------
                0.00    0.00      16/32          build_event_1d(std::vector<Event, std::allocator<Event> >&, std::vector<Move, std::allocator<Move> > const&, long long) [110]
                0.00    0.00      16/32          main [6]
[38]     0.0    0.00    0.00      32         long long const& std::max<long long>(long long const&, long long const&) [38]
-----------------------------------------------
                0.00    0.00      16/32          build_event_1d(std::vector<Event, std::allocator<Event> >&, std::vector<Move, std::allocator<Move> > const&, long long) [110]
                0.00    0.00      16/32          main [6]
[39]     0.0    0.00    0.00      32         long long const& std::min<long long>(long long const&, long long const&) [39]
-----------------------------------------------
                0.00    0.00      30/30          std::vector<Event, std::allocator<Event> >::back() [42]
[40]     0.0    0.00    0.00      30         __gnu_cxx::__normal_iterator<Event*, std::vector<Event, std::allocator<Event> > >::operator-(long) const [40]
                0.00    0.00      30/70          __gnu_cxx::__normal_iterator<Event*, std::vector<Event, std::allocator<Event> > >::__normal_iterator(Event* const&) [23]
-----------------------------------------------
                0.00    0.00      30/30          std::vector<Event, std::allocator<Event> >::push_back(Event&&) [43]
[41]     0.0    0.00    0.00      30         Event& std::vector<Event, std::allocator<Event> >::emplace_back<Event>(Event&&) [41]
                0.00    0.00      90/90          Event&& std::forward<Event>(std::remove_reference<Event>::type&) [22]
                0.00    0.00      30/46          operator new(unsigned long, void*) [34]
                0.00    0.00      30/30          std::vector<Event, std::allocator<Event> >::back() [42]
-----------------------------------------------
                0.00    0.00      30/30          Event& std::vector<Event, std::allocator<Event> >::emplace_back<Event>(Event&&) [41]
[42]     0.0    0.00    0.00      30         std::vector<Event, std::allocator<Event> >::back() [42]
                0.00    0.00      30/34          std::vector<Event, std::allocator<Event> >::end() [37]
                0.00    0.00      30/30          __gnu_cxx::__normal_iterator<Event*, std::vector<Event, std::allocator<Event> > >::operator-(long) const [40]
                0.00    0.00      30/494         __gnu_cxx::__normal_iterator<Event*, std::vector<Event, std::allocator<Event> > >::operator*() const [8]
-----------------------------------------------
                0.00    0.00      14/30          main [6]
                0.00    0.00      16/30          build_event_1d(std::vector<Event, std::allocator<Event> >&, std::vector<Move, std::allocator<Move> > const&, long long) [110]
[43]     0.0    0.00    0.00      30         std::vector<Event, std::allocator<Event> >::push_back(Event&&) [43]
                0.00    0.00      30/184         std::remove_reference<Event&>::type&& std::move<Event&>(Event&) [11]
                0.00    0.00      30/30          Event& std::vector<Event, std::allocator<Event> >::emplace_back<Event>(Event&&) [41]
-----------------------------------------------
                0.00    0.00      28/28          void std::__insertion_sort<__gnu_cxx::__normal_iterator<Event*, std::vector<Event, std::allocator<Event> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<Event*, std::vector<Event, std::allocator<Event> > >, __gnu_cxx::__normal_iterator<Event*, std::vector<Event, std::allocator<Event> > >, __gnu_cxx::__ops::_Iter_less_iter) [175]
[44]     0.0    0.00    0.00      28         bool __gnu_cxx::__ops::_Iter_less_iter::operator()<__gnu_cxx::__normal_iterator<Event*, std::vector<Event, std::allocator<Event> > >, __gnu_cxx::__normal_iterator<Event*, std::vector<Event, std::allocator<Event> > > >(__gnu_cxx::__normal_iterator<Event*, std::vector<Event, std::allocator<Event> > >, __gnu_cxx::__normal_iterator<Event*, std::vector<Event, std::allocator<Event> > >) const [44]
                0.00    0.00      56/494         __gnu_cxx::__normal_iterator<Event*, std::vector<Event, std::allocator<Event> > >::operator*() const [8]
                0.00    0.00      28/154         Event::operator<(Event const&) const [13]
-----------------------------------------------
                0.00    0.00      28/28          void std::__insertion_sort<__gnu_cxx::__normal_iterator<Event*, std::vector<Event, std::allocator<Event> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<Event*, std::vector<Event, std::allocator<Event> > >, __gnu_cxx::__normal_iterator<Event*, std::vector<Event, std::allocator<Event> > >, __gnu_cxx::__ops::_Iter_less_iter) [175]
[45]     0.0    0.00    0.00      28         void std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<Event*, std::vector<Event, std::allocator<Event> > >, __gnu_cxx::__ops::_Val_less_iter>(__gnu_cxx::__normal_iterator<Event*, std::vector<Event, std::allocator<Event> > >, __gnu_cxx::__ops::_Val_less_iter) [45]
                0.00    0.00     252/494         __gnu_cxx::__normal_iterator<Event*, std::vector<Event, std::allocator<Event> > >::operator*() const [8]
                0.00    0.00     154/184         std::remove_reference<Event&>::type&& std::move<Event&>(Event&) [11]
                0.00    0.00     126/126         __gnu_cxx::__normal_iterator<Event*, std::vector<Event, std::allocator<Event> > >::operator--() [15]
                0.00    0.00     126/126         bool __gnu_cxx::__ops::_Val_less_iter::operator()<Event, __gnu_cxx::__normal_iterator<Event*, std::vector<Event, std::allocator<Event> > > >(Event&, __gnu_cxx::__normal_iterator<Event*, std::vector<Event, std::allocator<Event> > >) const [16]
-----------------------------------------------
                0.00    0.00      28/28          std::vector<long long, std::allocator<long long> >::push_back(long long const&) [55]
[46]     0.0    0.00    0.00      28         long long const& std::forward<long long const&>(std::remove_reference<long long const&>::type&) [46]
-----------------------------------------------
                0.00    0.00      26/26          Sum_BIT::range_node_add(int, int, int) [51]
[47]     0.0    0.00    0.00      26         Sum_BIT::node_add(int, long long) [47]
                0.00    0.00      54/54          std::vector<long long, std::allocator<long long> >::operator[](unsigned long) [28]
-----------------------------------------------
                0.00    0.00      24/24          void std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >, __gnu_cxx::__ops::_Val_less_iter>(__gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >, __gnu_cxx::__ops::_Val_less_iter) [62]
[48]     0.0    0.00    0.00      24         __gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >::operator--() [48]
-----------------------------------------------
                0.00    0.00      24/24          void std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >, __gnu_cxx::__ops::_Val_less_iter>(__gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >, __gnu_cxx::__ops::_Val_less_iter) [62]
[49]     0.0    0.00    0.00      24         bool __gnu_cxx::__ops::_Val_less_iter::operator()<long long, __gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > > >(long long&, __gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >) const [49]
                0.00    0.00      24/250         __gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >::operator*() const [10]
-----------------------------------------------
